,Age,Credit amount,Duration,Purpose,Risk,Predicted_risk,Predicted_prob_risk
530,32,2273,36,education,0,1,0.6050443688514623
531,28,2631,15,car,1,1,0.5297937101646544
532,41,1503,12,car,0,0,0.3565771469684321
533,26,1311,24,radio/TV,0,1,0.5392788162542622
534,25,3105,24,radio/TV,0,1,0.5727161026744088
535,33,2319,21,education,1,1,0.5902431396819993
536,75,1374,6,car,0,0,0.16359213258394723
537,37,3612,18,furniture/equipment,0,0,0.329020912964536
538,42,7763,48,car,1,1,0.5354339887012258
539,45,3049,18,furniture/equipment,0,0,0.32931831588773647
540,23,1534,12,radio/TV,1,1,0.5489203668775117
541,60,2032,24,car,0,0,0.3649967179754555
542,31,6350,30,furniture/equipment,1,0,0.4758085278844706
543,34,2864,18,furniture/equipment,1,0,0.4481336269261926
544,61,1255,12,car,0,0,0.34061326557638644
545,43,1333,24,car,1,1,0.6121237992841411
546,37,2022,24,car,0,0,0.49291200811950775
547,32,1552,24,radio/TV,0,1,0.5111806560235759
548,24,626,12,radio/TV,1,0,0.4915366720444355
549,35,8858,48,car,0,1,0.5704908189496599
550,23,996,12,repairs,0,0,0.48573673678980406
551,45,1750,6,radio/TV,0,0,0.06193659793472398
552,34,6999,48,radio/TV,1,1,0.5870238540760093
553,27,1995,12,car,0,0,0.4981881008348269
554,67,1199,9,education,0,0,0.41727685252002156
555,22,1331,12,radio/TV,1,1,0.6402800472372691
556,28,2278,18,car,1,1,0.5932998361726699
557,29,5003,21,car,1,1,0.6500469230425975
558,27,3552,24,furniture/equipment,1,1,0.5289683331729708
559,31,1928,18,furniture/equipment,1,1,0.5397400499214928
560,49,2964,24,car,0,0,0.37916302835785215
561,24,1546,24,radio/TV,1,1,0.6222050897870045
562,29,683,6,radio/TV,0,0,0.13339744683830476
563,37,12389,36,car,1,1,0.6314480674717525
564,37,4712,24,business,0,1,0.6085793136044936
565,23,1553,24,radio/TV,0,1,0.6458552733574754
566,36,1372,12,car,1,0,0.46276001891218077
567,34,2578,24,radio/TV,0,1,0.5198876360654022
568,41,3979,48,radio/TV,0,1,0.5282578481223625
569,31,6758,48,radio/TV,1,1,0.6295191016420244
570,23,3234,24,furniture/equipment,1,1,0.624760051572429
571,38,5954,30,radio/TV,0,0,0.3940910345812105
572,26,5433,24,car,0,0,0.4053345697850855
573,22,806,15,business,0,0,0.4811753023832057
574,27,1082,9,radio/TV,0,0,0.3674852388662464
575,24,2788,15,furniture/equipment,0,1,0.5037005168287545
576,27,2930,12,radio/TV,0,0,0.39273729508466565
577,33,1927,24,education,0,1,0.6053678728025201
578,27,2820,36,car,1,1,0.619266669830341
579,27,937,24,education,0,1,0.6881450689254269
580,30,1056,18,car,1,1,0.7311655900264775
581,49,3124,12,car,0,0,0.26284449572858287
582,26,1388,9,furniture/equipment,0,0,0.48062490802700203
583,33,2384,36,repairs,1,1,0.5596417833030864
584,52,2133,12,car,0,0,0.2406269932251046
585,20,2039,18,furniture/equipment,1,1,0.6974550748409091
586,36,2799,9,car,0,0,0.21615777416532297
587,21,1289,12,furniture/equipment,0,1,0.6179213266287426
588,47,1217,18,domestic appliances,1,1,0.6552070022224812
589,60,2246,12,furniture/equipment,1,0,0.20353640490201194
590,58,385,12,radio/TV,0,0,0.1809397928810278
591,42,1965,24,car,0,0,0.4874627358252737
592,36,1572,21,business,0,0,0.4371226342640975
593,20,2718,24,car,1,1,0.7435007774669765
594,40,1358,24,vacation/others,1,1,0.5695763578945694
595,32,931,6,car,1,0,0.3739749007707613
596,23,1442,24,car,1,1,0.7823854219277696
597,36,4241,24,business,1,1,0.6968116939847139
598,31,2775,18,car,1,1,0.522186376664519
599,32,3863,24,business,0,0,0.4643593737979908
600,45,2329,7,radio/TV,0,0,0.056857234776730915
601,30,918,9,furniture/equipment,1,1,0.5115317139592314
602,34,1837,24,education,1,1,0.6119874535121894
603,28,3349,36,furniture/equipment,1,1,0.6492872347984381
604,23,1275,10,furniture/equipment,0,1,0.6184771410420685
605,22,2828,24,furniture/equipment,0,1,0.6941072716672458
606,74,4526,24,business,0,1,0.651739454667664
607,50,2671,36,radio/TV,1,0,0.42608563840020447
608,33,2051,18,radio/TV,0,0,0.4631660359679315
609,45,1300,15,car,0,0,0.4284590526308644
610,22,741,12,domestic appliances,1,1,0.7561713333399257
611,48,1240,10,car,1,0,0.4211677796844208
612,29,3357,21,radio/TV,0,0,0.3804565238319193
613,22,3632,24,car,0,1,0.5167034148468793
614,22,1808,18,furniture/equipment,1,1,0.6782787209346388
615,48,12204,48,business,0,1,0.7647510418786636
616,27,9157,60,radio/TV,0,1,0.6923414137705083
617,37,3676,6,car,0,0,0.21131937819930083
618,21,3441,30,furniture/equipment,1,1,0.6560645048293895
619,49,640,12,car,0,0,0.3770463919590278
620,27,3652,21,business,0,0,0.3343572405505175
621,32,1530,18,car,1,1,0.55395602069024
622,38,3914,48,business,1,1,0.6899828055881304
623,22,1858,12,furniture/equipment,0,1,0.5655826619760359
624,65,2600,18,radio/TV,1,0,0.3779510170701852
625,35,1979,15,radio/TV,0,0,0.28300199076282756
626,41,2116,6,furniture/equipment,0,0,0.16875660516077204
627,29,1437,9,car,1,1,0.5627793043529263
628,36,4042,42,furniture/equipment,0,1,0.5050259711594881
629,64,3832,9,education,0,0,0.19559742329656227
630,28,3660,24,radio/TV,0,0,0.4019795185972732
631,44,1553,18,furniture/equipment,1,0,0.4265040542495138
632,23,1444,15,radio/TV,0,1,0.5156081592313978
633,19,1980,9,furniture/equipment,1,1,0.6089536654021352
634,25,1355,24,car,1,1,0.7937977761785882
635,47,1393,12,education,0,0,0.33005059672545406
636,28,1376,24,radio/TV,0,1,0.5484517470992158
637,21,15653,60,radio/TV,0,1,0.7334155297701632
638,34,1493,12,radio/TV,0,0,0.3555054175885368
639,26,4370,42,radio/TV,1,1,0.7014483540265967
640,27,750,18,education,1,1,0.7234151385022618
641,38,1308,15,repairs,0,0,0.39552206111559696
642,40,4623,15,education,1,1,0.6153956136809192
643,33,1851,24,radio/TV,0,1,0.5491136507788835
644,32,1880,18,radio/TV,0,0,0.45495129717240046
645,27,7980,36,business,1,1,0.8270710864616763
646,32,4583,30,furniture/equipment,0,0,0.4917394171908452
647,26,1386,12,car,1,1,0.5840790138269347
648,38,947,24,car,1,1,0.6735146663465972
649,40,684,12,education,1,0,0.4963120016762987
650,50,7476,48,education,0,1,0.6752160956767564
651,37,1922,12,furniture/equipment,1,0,0.3490232369076533
652,45,2303,24,car,1,0,0.3974622724178337
653,42,8086,36,car,1,1,0.6961751380191576
654,35,2346,24,car,0,0,0.47930125464284096
655,22,3973,14,car,0,1,0.6221615120800101
656,41,888,12,car,1,1,0.5303632594028939
657,37,10222,48,radio/TV,0,1,0.5611726468341374
658,28,4221,30,business,0,1,0.7361338085386744
659,41,6361,18,furniture/equipment,0,0,0.45669089786363626
660,23,1297,12,radio/TV,0,1,0.5410146914653006
661,23,900,12,car,1,1,0.7665471757226732
662,50,2241,21,furniture/equipment,0,0,0.3149428754905859
663,35,1050,6,furniture/equipment,0,0,0.21924894722234026
664,50,1047,6,education,0,0,0.2284397490622852
665,27,6314,24,vacation/others,0,1,0.5464921540887112
666,34,3496,30,furniture/equipment,0,1,0.5030175785937095
667,27,3609,48,business,0,0,0.41002761386558134
668,43,4843,12,car,1,1,0.5726284636797963
669,47,3017,30,radio/TV,0,0,0.30321446734786056
670,27,4139,24,business,0,1,0.7434287069682468
671,31,5742,36,business,0,0,0.3914398303742243
672,42,10366,60,car,0,1,0.6850981292475186
673,24,2080,6,car,0,0,0.374339627462934
674,41,2580,21,business,1,0,0.46449449979180224
675,26,4530,30,radio/TV,0,1,0.6554825030782538
676,33,5150,24,furniture/equipment,0,0,0.4936460182992571
677,24,5595,72,radio/TV,1,1,0.5334110628265555
678,64,2384,24,radio/TV,0,0,0.25111054579453396
679,26,1453,18,radio/TV,0,0,0.4781379926228695
680,56,1538,6,education,0,0,0.15649673174491524
681,37,2279,12,radio/TV,0,0,0.268260831779493
682,33,1478,15,radio/TV,0,0,0.3572810585188008
683,47,5103,24,radio/TV,0,0,0.4475009807738715
684,31,9857,36,business,0,1,0.610114932947543
685,34,6527,60,car,0,0,0.48893716027000095
686,27,1347,10,radio/TV,0,0,0.419336631635919
687,30,2862,36,car,0,1,0.5512159352476345
688,35,2753,9,radio/TV,0,0,0.1748810701234973
689,31,3651,12,car,0,0,0.38438840336491004
690,25,975,15,furniture/equipment,0,1,0.556251262996837
691,25,2631,15,repairs,0,0,0.4911545894594962
692,29,2896,24,radio/TV,0,1,0.5171905095602372
693,44,4716,6,car,0,0,0.43086936145698895
694,28,2284,24,radio/TV,0,1,0.5206400356236401
695,50,1236,6,car,0,0,0.22036803165959865
696,29,1103,12,radio/TV,0,0,0.462402664190485
697,38,926,12,car,0,1,0.5372872184103769
698,24,1800,18,radio/TV,0,1,0.5638527621014017
699,40,1905,15,education,0,0,0.37988383368405343
700,29,1123,12,furniture/equipment,1,1,0.5996153284615808
701,46,6331,48,car,1,1,0.6218129960546609
702,47,1377,24,radio/TV,0,0,0.30806683978108845
703,41,2503,30,business,0,0,0.45539229696337585
704,32,2528,27,business,0,0,0.4595000545571301
705,35,5324,15,car,0,0,0.410800017373881
706,24,6560,48,car,1,1,0.6076889777408305
707,25,2969,12,furniture/equipment,1,1,0.6024070311763231
708,25,1206,9,radio/TV,0,0,0.44718384183316606
709,37,2118,9,radio/TV,0,0,0.16274039523864736
710,32,629,18,radio/TV,0,1,0.5065133599910403
711,35,1198,6,education,1,0,0.39300029024753563
712,46,2476,21,car,0,0,0.38283497342082223
713,25,1138,9,radio/TV,0,0,0.43594583260736675
714,27,14027,60,car,1,1,0.7417451042823835
715,63,7596,30,car,0,1,0.5629673856597123
716,40,3077,30,radio/TV,0,0,0.4168925776707213
717,32,1505,18,radio/TV,0,0,0.42975559431322596
718,31,3148,24,radio/TV,0,0,0.4895083219692826
719,31,6148,20,car,0,0,0.40439501310367587
720,34,1337,9,radio/TV,1,0,0.42368259625532445
721,24,433,6,education,1,1,0.5115292695980154
722,24,1228,12,car,1,1,0.7510165519145674
723,66,790,9,radio/TV,0,0,0.1459805582555457
724,21,2570,27,car,1,1,0.7672481544284024
725,41,250,6,car,0,0,0.20754035921602007
726,47,1316,15,radio/TV,0,0,0.214253483802548
727,25,1882,18,radio/TV,1,1,0.5751978881620348
728,59,6416,48,business,1,1,0.744492166044364
729,36,1275,24,business,0,1,0.5797435094837305
730,33,6403,24,radio/TV,0,1,0.5538691358646843
731,21,1987,24,radio/TV,1,1,0.7278028236688805
732,44,760,8,radio/TV,0,0,0.08922397878823028
733,28,2603,24,car,0,1,0.5910969509099537
734,37,3380,4,car,0,0,0.18267420823191977
735,29,3990,36,domestic appliances,0,1,0.7544920257312805
736,23,11560,24,car,1,1,0.7919430768814816
737,35,4380,18,car,0,1,0.5474104908606734
738,45,6761,6,car,0,0,0.4683802136016277
739,26,4280,30,business,1,1,0.7269753781745811
740,32,2325,24,car,0,1,0.5505287215403776
741,23,1048,10,radio/TV,0,0,0.44754821648052995
742,41,3160,21,radio/TV,0,0,0.34219803130339327
743,22,2483,24,furniture/equipment,0,1,0.7169636450327994
744,30,14179,39,furniture/equipment,0,1,0.5644699940242456
745,28,1797,13,business,0,0,0.3373531294554652
746,23,2511,15,car,0,1,0.5317872077483601
747,37,1274,12,car,1,1,0.5792358615983527
748,26,5248,21,car,0,0,0.4387200567442159
749,33,3029,15,car,0,0,0.46846490848570643
750,49,428,6,furniture/equipment,0,0,0.11874177919161166
751,23,976,18,car,1,1,0.7775379211478695
752,23,841,12,business,0,1,0.5407767699094008
753,25,5771,30,radio/TV,0,1,0.5563999679166689
754,55,1555,12,repairs,1,0,0.34450899791095346
755,32,1285,24,car,1,1,0.7199209912318706
756,74,1299,6,car,0,0,0.18867092914108216
757,39,1271,15,radio/TV,1,0,0.3690404460971316
758,31,1393,24,car,0,1,0.5901780433509815
759,35,691,12,car,1,1,0.5976373370808941
760,59,5045,15,car,0,1,0.56278749094885
761,24,2124,18,furniture/equipment,1,1,0.6554442436709678
762,24,2214,12,radio/TV,0,0,0.49534280729551733
763,30,12680,21,car,1,1,0.5849502934861005
764,27,2463,24,car,0,1,0.6045381426003239
765,40,1155,12,radio/TV,0,0,0.267868927522331
766,31,3108,30,furniture/equipment,1,1,0.5986912125871047
767,31,2901,10,car,0,0,0.36312604243628643
768,28,3617,12,furniture/equipment,0,0,0.40283751523243266
769,63,1655,12,radio/TV,0,0,0.2242328263448997
770,26,2812,24,car,0,1,0.5643941192474246
771,25,8065,36,education,1,1,0.858472923876409
772,36,3275,21,car,0,0,0.39606001621424225
773,52,2223,24,radio/TV,0,0,0.23877637447972216
774,66,1480,12,car,0,0,0.35203294503970584
775,25,1371,24,car,1,1,0.7888867843925962
776,37,3535,36,car,0,0,0.4480274805411132
777,25,3509,18,radio/TV,0,0,0.36490754246945156
778,38,5711,36,car,0,0,0.32553340926257385
779,67,3872,18,repairs,0,0,0.41359173702124197
780,25,4933,39,radio/TV,1,1,0.7521475966730022
781,60,1940,24,car,0,0,0.40152123622547875
782,31,1410,12,education,0,0,0.4742213784275485
783,23,836,12,car,1,1,0.7582400845364112
784,60,6468,20,car,0,1,0.6360401738750135
785,35,1941,18,business,0,0,0.434432381675476
786,40,2675,22,radio/TV,0,0,0.37224672535557923
787,38,2751,48,car,0,0,0.46793607175430596
788,50,6224,48,education,1,1,0.7124681919347554
789,27,5998,40,education,1,1,0.6519333436010403
790,39,1188,21,business,1,1,0.6534035199485808
791,41,6313,24,car,0,0,0.4805743652656514
792,27,1221,6,furniture/equipment,0,0,0.2629452817863282
793,51,2892,24,furniture/equipment,0,0,0.33999558654565454
794,32,3062,24,furniture/equipment,0,1,0.5591301125098013
795,22,2301,9,furniture/equipment,0,1,0.595908746850828
796,51,7511,18,car,1,1,0.6604099597018718
797,22,1258,12,furniture/equipment,0,1,0.6347531364219121
798,54,717,24,car,0,1,0.5380059517381102
799,35,1549,9,car,0,0,0.2739523239884353
800,54,1597,24,education,0,0,0.4216382677954953
801,48,1795,18,radio/TV,0,0,0.23974101536475556
802,24,4272,20,furniture/equipment,0,1,0.6723325593418167
803,35,976,12,radio/TV,0,0,0.32135566412707645
804,24,7472,12,car,0,0,0.49148361685081854
805,24,9271,36,car,1,1,0.8651262648853937
806,26,590,6,radio/TV,0,0,0.13782345447788621
807,65,930,12,radio/TV,0,0,0.2434088038644418
808,55,9283,42,car,0,1,0.6859886738456099
809,26,1778,15,car,1,1,0.539476878023678
810,26,907,8,business,0,0,0.4008753964300171
811,28,484,6,radio/TV,0,0,0.13927729790600674
812,24,9629,36,car,1,1,0.8651262648853937
813,54,3051,48,domestic appliances,1,0,0.4316135968928802
814,46,3931,48,car,1,1,0.678744769960882
815,54,7432,36,car,0,1,0.5577774376422643
816,62,1338,6,domestic appliances,0,0,0.13519249445877818
817,24,1554,6,radio/TV,0,0,0.2863269285387207
818,43,15857,36,vacation/others,0,1,0.6014281895391064
819,26,1345,18,radio/TV,1,1,0.5408985205659943
820,27,1101,12,car,0,1,0.6605176838037145
821,24,3016,12,radio/TV,0,0,0.4529242707491477
822,41,2712,36,furniture/equipment,1,1,0.5680216868874339
823,47,731,8,car,0,0,0.3228028240028165
824,35,3780,18,furniture/equipment,0,0,0.32096551415874713
825,30,1602,21,car,0,1,0.5499503273044155
826,33,3966,18,car,1,1,0.5726756909401041
827,36,4165,18,business,1,1,0.6918151067552638
828,47,8335,36,car,1,1,0.7295661975069063
829,38,6681,48,business,0,1,0.5727812178210733
830,44,2375,24,business,0,0,0.42342314854942154
831,23,1216,18,car,1,1,0.7929424834547828
832,29,11816,45,business,1,1,0.7709827137253703
833,42,5084,24,radio/TV,0,0,0.46665985028660556
834,25,2327,15,radio/TV,1,1,0.5030424691412123
835,48,1082,12,car,1,1,0.549018472048514
836,21,886,12,radio/TV,0,1,0.5348355639300909
837,23,601,4,furniture/equipment,0,0,0.4203044728947898
838,63,2957,24,car,0,0,0.34419602404607036
839,46,2611,24,radio/TV,0,0,0.29137225233861813
840,29,5179,36,furniture/equipment,1,1,0.7241257000863583
841,28,2993,21,car,0,1,0.5369610031371941
842,23,1943,18,repairs,1,1,0.6198941996386399
843,50,1559,24,business,0,0,0.4298917081381727
844,47,3422,18,furniture/equipment,0,0,0.30101101638538674
845,35,3976,21,furniture/equipment,0,0,0.4823135215107711
846,68,6761,18,car,1,1,0.6229867082636168
847,28,1249,24,car,0,1,0.7061729229626824
848,59,1364,9,radio/TV,0,0,0.15609314415254064
849,57,709,12,radio/TV,1,0,0.1958710018090188
850,33,2235,20,car,1,1,0.5648084503122377
851,43,4042,24,car,0,1,0.6322507999981033
852,35,1471,15,radio/TV,0,0,0.26356254445853405
853,32,1442,18,car,1,1,0.5793852433107997
854,45,10875,36,car,0,1,0.7181366876762877
855,33,1474,24,car,0,1,0.5685052482097552
856,40,894,10,education,0,0,0.32658765960868474
857,28,3343,15,furniture/equipment,0,0,0.45886409889641927
858,29,3959,15,car,1,1,0.6847477217606373
859,26,3577,9,car,0,0,0.35617828744851543
860,27,5804,24,car,0,0,0.4140119564709091
861,28,2169,18,business,1,0,0.47829333666354856
862,35,2439,24,radio/TV,1,0,0.48781552413297613
863,32,4526,27,furniture/equipment,0,0,0.48572189460394183
864,25,2210,10,furniture/equipment,1,1,0.5967736448022751
865,20,2221,15,furniture/equipment,0,1,0.5503172961472926
866,27,2389,18,radio/TV,0,0,0.45950711074501044
867,42,3331,12,furniture/equipment,0,0,0.3453888523446122
868,37,7409,36,business,0,0,0.3919548208657953
869,24,652,12,furniture/equipment,0,1,0.614944453487498
870,40,7678,36,furniture/equipment,0,0,0.3747700650516162
871,46,1343,6,car,0,0,0.1848447090241198
872,26,1382,24,business,0,1,0.5165412640572503
873,24,874,15,domestic appliances,0,1,0.6664981840735019
874,29,3590,12,furniture/equipment,0,0,0.40742660376352174
875,40,1322,11,car,0,0,0.29642205454897186
876,36,1940,18,radio/TV,0,0,0.3587083496768571
877,28,3595,36,radio/TV,0,0,0.40979193388278484
878,27,1422,9,car,1,1,0.5741414433489589
879,36,6742,30,radio/TV,0,0,0.47336494561865583
880,38,7814,24,car,0,0,0.44469599754819356
881,48,9277,24,car,0,1,0.7017894037634927
882,36,2181,30,car,0,0,0.4472047867239354
883,65,1098,18,radio/TV,0,0,0.3840905598445408
884,43,4057,24,furniture/equipment,1,1,0.5400010234843382
885,53,795,12,education,1,0,0.4451108754295989
886,34,2825,24,business,0,0,0.4596572049413654
887,23,15672,48,business,1,1,0.8087859062056855
888,34,6614,36,car,0,0,0.4058956940156786
889,40,7824,28,car,0,0,0.4068687847295863
890,43,2442,27,business,0,0,0.4391864644969701
891,46,1829,15,radio/TV,0,0,0.18197615726035082
892,38,2171,12,car,0,0,0.35711946347292944
893,34,5800,36,car,0,0,0.3202457071224232
894,29,1169,18,radio/TV,0,1,0.500777187003045
895,31,8947,36,car,0,1,0.5554032721544166
896,28,2606,21,radio/TV,0,0,0.4226038072370252
897,35,1592,12,furniture/equipment,0,0,0.32197183973689725
898,33,2186,15,furniture/equipment,0,0,0.42868519989031406
899,42,4153,18,furniture/equipment,1,1,0.5343945219484183
900,43,2625,16,car,1,0,0.4304287722919431
901,44,3485,20,car,0,0,0.38627698033054464
902,42,10477,36,car,0,1,0.6961751380191576
903,40,1386,15,radio/TV,0,0,0.25614431208196886
904,36,1278,24,radio/TV,0,0,0.49997015628397323
905,20,1107,12,radio/TV,0,1,0.5136414963909948
906,24,3763,21,car,0,0,0.3983741543771264
907,27,3711,36,education,0,0,0.4883835182614294
908,46,3594,15,car,0,0,0.27066159330400963
909,33,3195,9,car,0,0,0.35997376840751616
910,34,4454,36,radio/TV,0,1,0.5013102147748125
911,25,4736,24,furniture/equipment,1,1,0.7486097565237023
912,25,2991,30,radio/TV,0,1,0.5520400888215437
913,28,2142,11,business,0,0,0.32933460884005944
914,31,3161,24,business,1,0,0.4530844943625078
915,32,18424,48,vacation/others,1,1,0.6498818129863289
916,32,2848,10,car,0,0,0.36687410269025916
917,68,14896,6,car,1,1,0.5035636128740396
918,33,2359,24,furniture/equipment,1,1,0.5787803660253047
919,39,3345,24,furniture/equipment,1,0,0.49599237314765865
920,28,1817,18,furniture/equipment,0,1,0.5709350371101212
921,37,12749,48,radio/TV,0,1,0.5611726468341374
922,22,1366,9,radio/TV,1,1,0.6696871745646216
923,30,2002,12,car,0,0,0.44969484782781544
924,55,6872,24,furniture/equipment,1,1,0.6235939818975662
925,46,697,12,car,1,1,0.5352396956115494
926,21,1049,18,furniture/equipment,0,1,0.6288622825283501
927,39,10297,48,car,1,1,0.6879725247594136
928,58,1867,30,radio/TV,0,0,0.2861242731791797
929,43,1344,12,car,0,0,0.4391547867865069
930,24,1747,24,furniture/equipment,0,1,0.6824269333988817
931,22,1670,9,radio/TV,1,1,0.6399745086685316
932,30,1224,9,car,0,1,0.5869806450503866
933,42,522,12,radio/TV,0,0,0.2204366549876347
934,23,1498,12,radio/TV,0,1,0.5562187357618166
935,30,1919,30,radio/TV,1,1,0.5441642788831753
936,28,745,9,radio/TV,1,0,0.4175371775729936
937,30,2063,6,radio/TV,0,0,0.09356512586278182
938,42,6288,60,education,1,1,0.5615680501154953
939,46,6842,24,car,0,1,0.623322866337178
940,45,3527,12,car,0,0,0.30714108639306836
941,31,1546,10,car,0,0,0.3852325879113585
942,31,929,24,furniture/equipment,0,1,0.6741503966125173
943,42,1455,4,car,0,0,0.14343953679898389
944,46,1845,15,furniture/equipment,0,0,0.24089145814414775
945,30,8358,48,car,0,1,0.5920327702338359
946,30,3349,24,furniture/equipment,1,1,0.5612055240158564
947,38,2859,12,car,0,0,0.36141368475920094
948,43,1533,18,furniture/equipment,1,0,0.42493012568562394
949,31,3621,24,radio/TV,1,0,0.46348184522657826
950,40,3590,18,business,0,0,0.37815614681876086
951,24,2145,36,business,1,1,0.6868485651329895
952,28,4113,24,car,1,1,0.7155348136208182
953,26,10974,36,furniture/equipment,1,1,0.8284485133900411
954,29,1893,12,car,0,1,0.5163798938562076
955,57,1231,24,radio/TV,0,0,0.32212671738978976
956,49,3656,30,radio/TV,0,0,0.2874008719603874
957,37,1154,9,radio/TV,0,0,0.21033036929908316
958,45,4006,28,car,1,1,0.7072071689646229
959,30,3069,24,furniture/equipment,0,1,0.5716833217348656
960,30,1740,6,radio/TV,0,0,0.08776628041162673
961,47,2353,21,car,0,0,0.3744182988545651
962,29,3556,15,car,0,0,0.4362971362030492
963,35,2397,24,radio/TV,1,0,0.4854193749790952
964,22,454,6,repairs,0,0,0.37091501437889157
965,26,1715,30,radio/TV,0,0,0.4964233094042552
966,23,2520,27,radio/TV,1,1,0.6540800551006982
967,54,3568,15,radio/TV,0,0,0.19199436897677674
968,29,7166,42,radio/TV,0,1,0.5524516273794605
969,40,3939,11,car,0,0,0.4070111629032841
970,22,1514,15,repairs,0,1,0.5905984375375964
971,43,7393,24,car,0,1,0.5170554121884314
972,29,1193,24,car,1,1,0.7248770736605992
973,36,7297,60,business,1,0,0.4789276395967182
974,33,2831,30,radio/TV,0,1,0.5000085504432757
975,57,1258,24,radio/TV,0,0,0.3181332063814777
976,64,753,6,radio/TV,0,0,0.07292852798806441
977,42,2427,18,business,0,0,0.44170095944680715
978,47,2538,24,car,1,0,0.38759886046882486
979,25,1264,15,car,1,1,0.7474867516319423
980,49,8386,30,furniture/equipment,1,1,0.6489249153040865
981,33,4844,48,business,1,1,0.6318478595005405
982,28,2923,21,car,0,1,0.5391071070332979
983,26,8229,36,car,1,1,0.8350910016942875
984,30,2028,24,furniture/equipment,0,1,0.5770427313627904
985,25,1433,15,furniture/equipment,0,1,0.5961540227450324
986,33,6289,42,business,0,1,0.5154728949123756
987,64,1409,13,radio/TV,0,0,0.20151208009335472
988,29,6579,24,car,0,1,0.5198039608092203
989,48,1743,24,radio/TV,0,0,0.2650710607052664
990,37,3565,12,education,0,0,0.34932672483828553
991,34,1569,15,radio/TV,0,0,0.33904934418096405
992,23,1936,18,radio/TV,0,1,0.6102166265793685
993,30,3959,36,furniture/equipment,0,1,0.5423477490121765
994,50,2390,12,car,0,0,0.24720672040502797
995,31,1736,12,furniture/equipment,0,0,0.4017960733085221
996,40,3857,30,car,0,0,0.4116554526094114
997,38,804,12,radio/TV,0,0,0.28052745600728934
998,23,1845,45,radio/TV,1,1,0.6618661270368631
999,27,4576,45,car,0,1,0.6321274202383317
